0.389378	0.412034	0.601813	0.389593	0.536065	0.375001	0.550935	0.527485	0.540121	0.307214	0.565744	0.587928	0.497551	0.584187	0.532117	0.682385	0.667181	0.425786	0.478677	0.553241	0.627033	0.58845	0.507484	0.657048	0.530898	0.633216	0.545582	0.786308	0.596585	0.688231	0.648027	0.446613	0.737883	0.631114	0.642752	0.468192	0.734472	0.764672	0.620089	0.695844	0.690634	0.660989	0.811125	0.696711	0.623487	0.726094	0.598103	0.715357	0.834491	0.535594	0.604515
0.161151	0.108521	0.145391	0.20223	0.131104	0.154643	0.175619	0.167156	0.150215	0.192899	0.146224	0.184541	0.20357	0.196533	0.195864	0.197139	0.196164	0.220099	0.179555	0.188838	0.230129	0.170745	0.159248	0.176617	0.22071	0.198655	0.148273	0.220534	0.191346	0.19534	0.140575	0.245556	0.17643	0.177803	0.250317	0.252421	0.190653	0.200463	0.185932	0.210501	0.20313	0.242009	0.174387	0.226512	0.225459	0.299016	0.185692	0.155221	0.210679	0.153137	0.229058
0.0957736	0.0886919	0.0725183	0.0896246	0.0911084	0.0836718	0.086533	0.0825527	0.0932855	0.070019	0.0661134	0.0829266	0.0949864	0.0721035	0.083658	0.0743828	0.0995244	0.0781131	0.0838988	0.0939013	0.0994131	0.0656743	0.116097	0.101332	0.0510357	0.0821218	0.0768416	0.0643005	0.0831346	0.0842061	0.0701825	0.0847411	0.108352	0.0843906	0.0866175	0.0748983	0.0831147	0.0846685	0.0746214	0.0711391	0.0795233	0.0818514	0.108265	0.0744213	0.0881631	0.0976228	0.0880496	0.0745137	0.103088	0.0731742	0.0931045
0.0625903	0.0705031	0.0715823	0.0507068	0.069253	0.0561444	0.0594605	0.0561154	0.0650733	0.0617282	0.0693859	0.0582695	0.0534794	0.0601603	0.0762687	0.0574175	0.0635061	0.0563314	0.0603828	0.052275	0.0595171	0.0714215	0.0652165	0.061076	0.0712984	0.0655017	0.0603015	0.058498	0.0550675	0.047818	0.070372	0.0726002	0.0610612	0.0499697	0.0562465	0.0684564	0.0632379	0.069334	0.0649975	0.0492579	0.063833	0.0525308	0.077507	0.0560923	0.0521847	0.0650234	0.0662032	0.0621737	0.0592668	0.0729603	0.0664446
0.0588007	0.0546716	0.0662346	0.0533647	0.05122	0.0549821	0.0563798	0.0580123	0.0567539	0.0649086	0.0665601	0.0543512	0.0587467	0.043001	0.0681823	0.0589814	0.0648236	0.07125	0.0526659	0.0619402	0.0716953	0.0468267	0.0585412	0.0525822	0.0600326	0.0514639	0.0721747	0.0453261	0.0733253	0.0518399	0.0537418	0.0686242	0.0437743	0.0552513	0.0501446	0.0604612	0.0575978	0.0498671	0.0660589	0.0517865	0.0642679	0.0539604	0.0462354	0.0469625	0.0554741	0.049877	0.0547095	0.0524235	0.0592304	0.0456613	0.0561592
0.0555867	0.0550275	0.056963	0.0507871	0.0641064	0.0441107	0.0521983	0.0356607	0.0571436	0.0561375	0.0502849	0.0607764	0.0512421	0.0632369	0.0632282	0.0460511	0.0506618	0.0656371	0.0572306	0.0713536	0.0485392	0.0488425	0.0423302	0.0696754	0.0521812	0.0529991	0.0500391	0.0554449	0.0636761	0.0631434	0.052838	0.0575172	0.0594814	0.0592702	0.049043	0.0529925	0.061895	0.0523212	0.0556941	0.0522875	0.0637887	0.0525712	0.0500193	0.0554675	0.0457404	0.0525084	0.0568378	0.0614322	0.0391486	0.0414235	0.0453065
0.0586806	0.0600677	0.0583088	0.0520401	0.0489238	0.055498	0.0503965	0.0529553	0.0560207	0.0611934	0.0448838	0.0567362	0.0438467	0.0452982	0.0462626	0.0492536	0.0656556	0.0497558	0.0736115	0.0519651	0.0616039	0.0559804	0.0639187	0.0529388	0.060034	0.05221	0.054234	0.05742	0.0513431	0.0596518	0.0457605	0.0637685	0.0525897	0.0489737	0.0604478	0.0478861	0.0494683	0.0518507	0.047525	0.0570446	0.0566919	0.0534789	0.0617838	0.0690758	0.058663	0.0577305	0.0488204	0.0437089	0.0482872	0.0559624	0.0590372
0.0550667	0.0428224	0.0574959	0.0625581	0.0577521	0.0596724	0.0636009	0.0537203	0.0541835	0.0600147	0.0473879	0.0622912	0.0550084	0.0529941	0.0625667	0.047293	0.055915	0.0607637	0.0484754	0.0463702	0.0642544	0.0501405	0.0512643	0.0497984	0.0574085	0.0399382	0.0476331	0.055826	0.0504707	0.052374	0.0580332	0.0463158	0.0497043	0.0523529	0.0493279	0.0529593	0.0458602	0.047572	0.0634702	0.0480479	0.070972	0.0420492	0.0457004	0.0578652	0.0724459	0.0629029	0.0553937	0.0607392	0.0476155	0.0551309	0.0558043
0.0609266	0.0553762	0.0573224	0.0581818	0.0687914	0.0577193	0.0569389	0.052257	0.067677	0.0561339	0.0462649	0.0613008	0.0573367	0.043747	0.0605708	0.0554724	0.0504799	0.0603573	0.0595068	0.0628801	0.051317	0.0547189	0.0567434	0.0608652	0.0517592	0.0625001	0.0490603	0.0567898	0.0470214	0.0537635	0.0599309	0.0554132	0.0434678	0.0622553	0.0640436	0.053966	0.0724889	0.0641497	0.0529626	0.0585499	0.0445303	0.0595862	0.0489828	0.0690597	0.0539596	0.0538542	0.0695183	0.0476865	0.043265	0.0551982	0.0601447
0.0611369	0.0559997	0.0521245	0.0480794	0.0620215	0.0542328	0.0703109	0.0692861	0.0612547	0.0665173	0.0591736	0.0528687	0.052036	0.0497299	0.0448275	0.0566284	0.053726	0.0568496	0.071902	0.065617	0.0519219	0.0693776	0.0435447	0.0621542	0.0585073	0.0597143	0.0651742	0.0536527	0.0568125	0.0551713	0.0568542	0.0540996	0.0585739	0.0758582	0.0554963	0.0565062	0.0611344	0.0536018	0.0618408	0.0612864	0.0491449	0.0555733	0.0709668	0.0604925	0.0557276	0.0609306	0.0540648	0.0550725	0.0496732	0.0582578	0.0588623
