0.8336	0.817455	0.770667	0.784615	0.811429	0.828267	0.837	0.801882	0.796889	0.837474	0.8616	0.817905	0.839273	0.837565	0.855667	0.84512	0.841538	0.824889	0.860286	0.847172	0.86	0.856258	0.89375	0.884848	0.872941	0.882057	0.904444	0.883243	0.880211	0.869333	0.8854	0.874341	0.897905	0.890977	0.898182	0.891022	0.878435	0.914553	0.900167	0.876735	0.904	0.89898	0.904923	0.902491	0.900741	0.909673	0.911286	0.906386	0.909655	0.904136	0.920533
0.814545	0.804	0.814769	0.778286	0.802667	0.779	0.819765	0.756	0.744	0.778	0.812952	0.787273	0.83687	0.835333	0.81504	0.829538	0.795852	0.848571	0.824552	0.8424	0.802065	0.84375	0.823515	0.821412	0.857143	0.826889	0.858811	0.865263	0.859692	0.8732	0.85639	0.863809	0.864372	0.869091	0.885333	0.875652	0.864681	0.867667	0.863674	0.87776	0.884392	0.877385	0.875623	0.870963	0.892655	0.888	0.891649	0.882759	0.892881	0.904	0.899934
0.75	0.779692	0.793714	0.7664	0.743	0.68	0.750222	0.720842	0.7664	0.789714	0.726909	0.766261	0.789	0.7808	0.779692	0.82637	0.755714	0.811586	0.8152	0.81729	0.79425	0.786182	0.800706	0.830629	0.836667	0.813838	0.815368	0.816821	0.8214	0.846634	0.85981	0.821209	0.836	0.841245	0.826783	0.820085	0.867333	0.859429	0.87936	0.847686	0.860615	0.853434	0.854815	0.854255	0.852571	0.857825	0.851862	0.855864	0.868267	0.856262	0.874452
0.815385	0.822857	0.741867	0.7755	0.724235	0.708444	0.787368	0.6656	0.774857	0.697818	0.708174	0.72	0.7504	0.793846	0.772741	0.754571	0.820966	0.8096	0.774968	0.78475	0.784727	0.766353	0.7856	0.832667	0.771676	0.788842	0.799385	0.7832	0.793561	0.803238	0.788093	0.818182	0.832889	0.806609	0.806809	0.807667	0.835265	0.8336	0.832157	0.848154	0.822792	0.828148	0.843927	0.835857	0.847298	0.834483	0.840407	0.8404	0.851934	0.865032	0.865524
0.726857	0.7216	0.729	0.725647	0.762667	0.808421	0.7592	0.719238	0.732364	0.663652	0.733	0.74944	0.744	0.711407	0.763429	0.774069	0.742133	0.756387	0.73425	0.703273	0.740235	0.754057	0.742222	0.714811	0.773895	0.780513	0.7736	0.766829	0.813524	0.800186	0.818727	0.797156	0.819652	0.823149	0.824	0.811592	0.82432	0.855216	0.823077	0.83834	0.815259	0.806255	0.803143	0.865404	0.825517	0.823322	0.840133	0.822033	0.861032	0.828317	0.85575
0.7488	0.7875	0.703529	0.708889	0.670316	0.798	0.676952	0.610909	0.684174	0.713	0.62592	0.626769	0.648296	0.749714	0.777103	0.711467	0.734452	0.72525	0.740364	0.701176	0.726171	0.72	0.721513	0.738947	0.721436	0.7564	0.781268	0.736381	0.746419	0.777091	0.751111	0.769391	0.808	0.821667	0.814204	0.78704	0.763608	0.756462	0.793359	0.775111	0.791709	0.784571	0.774035	0.779034	0.805288	0.808267	0.817836	0.814968	0.819683	0.823375	0.811938
0.789	0.745412	0.685333	0.706105	0.5428	0.774476	0.653455	0.750261	0.706	0.66144	0.667692	0.710222	0.715429	0.681655	0.636	0.692903	0.7785	0.784242	0.742353	0.710857	0.707111	0.706378	0.713053	0.746462	0.7122	0.714537	0.706095	0.730233	0.711091	0.7344	0.812696	0.795064	0.7605	0.739918	0.77968	0.770353	0.757385	0.789736	0.78163	0.779782	0.795286	0.767298	0.768138	0.826305	0.7824	0.802492	0.807355	0.837841	0.813875	0.807015	0.803879
0.798118	0.779556	0.746105	0.7012	0.778667	0.623636	0.669913	0.612667	0.6864	0.681538	0.738963	0.678571	0.662345	0.602667	0.709419	0.644	0.699152	0.653412	0.624914	0.68	0.669838	0.681474	0.674462	0.7218	0.671805	0.696	0.747349	0.754909	0.728533	0.71913	0.733957	0.684667	0.718367	0.78208	0.763451	0.710462	0.771774	0.769185	0.732073	0.740143	0.754246	0.752414	0.788339	0.7536	0.781771	0.779742	0.773206	0.761875	0.766277	0.761091	0.773731
0.801778	0.762526	0.748	0.680762	0.670909	0.661913	0.645	0.6272	0.648	0.679111	0.630286	0.597517	0.697333	0.654194	0.6925	0.595879	0.678353	0.6176	0.65	0.664216	0.618947	0.683692	0.6486	0.652293	0.670476	0.623256	0.701818	0.638222	0.72	0.692085	0.718667	0.732571	0.69296	0.725176	0.705077	0.722566	0.713481	0.735273	0.730286	0.747228	0.756	0.707797	0.814267	0.8	0.804	0.732952	0.745875	0.770338	0.777212	0.763463	0.747059
0.744842	0.8272	0.704762	0.684	0.632	0.603333	0.66336	0.616615	0.543407	0.58	0.685793	0.631467	0.61471	0.704	0.603636	0.643765	0.667886	0.598889	0.633513	0.621263	0.618872	0.6006	0.696585	0.636	0.675907	0.600909	0.7184	0.64887	0.678809	0.688833	0.682939	0.67904	0.704784	0.723231	0.710189	0.674518	0.701964	0.680714	0.729404	0.728552	0.753763	0.6984	0.726164	0.762968	0.747429	0.748875	0.727262	0.743152	0.780657	0.753529	0.717101
