0	0.725677
0	0.755407
0	0.889289
0	0.897853
0	0.972686
0	0.450675
0	0.885509
0	0.927961
0	0.879317
0	0.927281
0	0.902251
0	0.852202
0	0.938452
0	0.972305
0	0.973582
0	0.808268
0	0.731857
0	0.955711
0	0.948252
0	0.764031
0	0.96028
0	0.957106
0	0.905245
0	0.893408
0	0.160887
0	0.789671
0	0.822741
0	0.91964
0	0.412053
0	0.797241
0	0.964534
0	0.879439
0	0.946071
0	0.947361
0	0.955943
0	0.959499
0	0.928501
0	0.875973
0	0.93006
0	0.978946
0	0.912632
0	0.946389
0	0.963819
0	0.968819
0	0.974314
0	0.804607
0	0.746133
0	0.629762
0	0.952982
0	0.916282
0	0.980938
0	0.949197
0	0.50714
0	0.965282
0	0.561913
0	0.697072
0	0.961808
0	0.916237
0	0.966884
0	0.933155
0	0.955994
0	0.969231
0	0.935263
0	0.950304
0	0.916965
0	0.937503
0	0.838522
0	0.851652
0	0.776265
0	0.979286
0	0.74138
0	0.587492
0	0.908753
0	0.912722
0	0.242274
0.001	0.717308
0.001	0.893269
0.001	0.528381
0.001	0.940769
0.001	0.975639
0.001	0.918717
0.001	0.977862
0.001	0.924404
0.001	0.947457
0.001	0.966652
0.001	0.971377
0.001	0.955007
0.001	0.906473
0.001	0.965064
0.001	0.865459
0.001	0.926568
0.001	0.626358
0.001	0.914648
0.001	0.942695
0.001	0.848047
0.001	0.856391
0.001	0.966621
0.001	0.946248
0.001	0.93366
0.001	0.950559
0.001	0.626392
0.001	0.950328
0.001	0.930161
0.001	0.353205
0.001	0.901219
0.001	0.798337
0.001	0.974294
0.001	0.711545
0.001	0.204947
0.001	0.982228
0.001	0.927131
0.001	0.92815
0.001	0.844121
0.001	0.94977
0.001	0.915179
0.001	0.926697
0.001	0.926356
0.001	0.827527
0.001	0.569609
0.001	0.676174
0.001	0.91084
0.001	0.37173
0.001	0.85191
0.001	0.926623
0.001	0.914371
0.001	0.634845
0.001	0.892809
0.001	0.858756
0.001	0.817943
0.001	0.874029
0.001	0.942185
0.001	0.949339
0.001	0.935638
0.001	0.520414
0.001	0.904098
0.001	0.830852
0.001	0.915083
0.001	0.958335
0.001	0.878956
0.001	0.8743
0.001	0.895188
0.001	0.939971
0.001	0.924837
0.001	0.952258
0.001	0.912508
0.001	0.179568
0.001	0.943054
0.001	0.87454
0.001	0.961972
0.001	0.852702
0.002	0.927298
0.002	0.907887
0.002	0.757182
0.002	0.92875
0.002	0.478295
0.002	0.938296
0.002	0.85359
0.002	0.82823
0.002	0.979575
0.002	0.955151
0.002	0.852841
0.002	0.891785
0.002	0.905624
0.002	0.820549
0.002	0.939921
0.002	0.782801
0.002	0.63363
0.002	0.919147
0.002	0.920208
0.002	0.702956
0.002	0.951699
0.002	0.766413
0.002	0.931796
0.002	0.94704
0.002	0.88081
0.002	0.899415
0.002	0.943707
0.002	0.939515
0.002	0.88858
0.002	0.867263
0.002	0.918752
