0	0.28
0	0.466667
0	0.106667
0	0.443333
0	0.193333
0	0.48
0	0.243333
0	0.0533333
0	0.583333
0	0.49
0	0.326667
0	0.53
0	0.486667
0	0.146667
0	0.0966667
0	0.183333
0	0.203333
0	0.206667
0	0.35
0	0.293333
0	0.146667
0	0.18
0	0.5
0	0.253333
0	0.243333
0	0.62
0	0.24
0	0.296667
0	0.51
0	0.566667
0	0.396667
0	0.53
0	0.483333
0	0.543333
0	0.323333
0	0.286667
0	0.533333
0	0.82
0	0.03
0	0.87
0	0.09
0	0.0433333
0	0.0866667
0	0.456667
0	0.47
0	0.406667
0	0.853333
0	0.466667
0	0.38
0	0.463333
0	0.573333
0	0.45
0	0.516667
0	0.376667
0	0.853333
0	0.273333
0	0.166667
0	0.323333
0	0.163333
0	0.26
0	0.06
0	0.446667
0	0.173333
0	0.34
0	0.12
0	0.25
0	0.316667
0	0.71
0	0.316667
0	0.0933333
0	0.366667
0	0.206667
0	0.21
0	0.233333
0	0.553333
0.001	0.303333
0.001	0.676667
0.001	0.403333
0.001	0.163333
0.001	0.0733333
0.001	0.313333
0.001	0.0466667
0.001	0.58
0.001	0.496667
0.001	0.333333
0.001	0.366667
0.001	0.3
0.001	0.33
0.001	0.41
0.001	0.473333
0.001	0.433333
0.001	0.0933333
0.001	0.323333
0.001	0.336667
0.001	0.376667
0.001	0.556667
0.001	0.29
0.001	0.156667
0.001	0.163333
0.001	0.166667
0.001	0.35
0.001	0.336667
0.001	0.26
0.001	0.356667
0.001	0.576667
0.001	0.116667
0.001	0.326667
0.001	0.35
0.001	0.563333
0.001	0.276667
0.001	0.22
0.001	0.17
0.001	0.516667
0.001	0.16
0.001	0.313333
0.001	0.246667
0.001	0.0466667
0.001	0.626667
0.001	0.403333
0.001	0.17
0.001	0.15
0.001	0.523333
0.001	0.476667
0.001	0.356667
0.001	0.0733333
0.001	0.746667
0.001	0.406667
0.001	0.403333
0.001	0.276667
0.001	0.21
0.001	0.0533333
0.001	0.593333
0.001	0.42
0.001	0.493333
0.001	0.42
0.001	0.153333
0.001	0.426667
0.001	0.54
0.001	0.393333
0.001	0.336667
0.001	0.32
0.001	0.473333
0.001	0.393333
0.001	0.263333
0.001	0.376667
0.001	0.12
0.001	0.16
0.001	0.29
0.001	0.173333
0.001	0.0566667
0.002	0.71
0.002	0.746667
0.002	0.383333
0.002	0.553333
0.002	0.333333
0.002	0.1
0.002	0.13
0.002	0.356667
0.002	0.376667
0.002	0.203333
0.002	0.203333
0.002	0.23
0.002	0.15
0.002	0.556667
0.002	0.55
0.002	0.356667
0.002	0.373333
0.002	0.156667
0.002	0.203333
0.002	0.203333
0.002	0.373333
0.002	0.463333
0.002	0.566667
0.002	0.116667
0.002	0.306667
0.002	0.303333
0.002	0.146667
0.002	0.323333
0.002	0.32
0.002	0.333333
0.002	0.423333
0.002	0.43
0.002	0.0333333
0.002	0.636667
0.002	0.496667
0.002	0.256667
0.002	0.26
0.002	0.23
0.002	0.133333
0.002	0.32
0.002	0.05
0.002	0.633333
0.002	0.2
0.002	0.33
0.002	0.193333
0.002	0.383333
0.002	0.48
0.002	0.49
0.002	0.133333
0.002	0.593333
0.002	0.303333
0.002	0.406667
0.002	0.733333
0.002	0.303333
0.002	0.38
0.002	0.296667
0.002	0.283333
0.002	0.303333
0.002	0.413333
0.002	0.14
0.002	0.196667
0.002	0.18
0.002	0.273333
0.002	0.263333
0.002	0.0666667
0.002	0.186667
0.002	0.226667
0.002	0.25
0.002	0.516667
0.002	0.3
0.002	0.1
0.002	0.51
0.002	0.193333
0.002	0.396667
0.002	0.43
0.003	0.296667
0.003	0.413333
0.003	0.126667
0.003	0.0633333
0.003	0.21
0.003	0.0533333
0.003	0.346667
0.003	0.766667
0.003	0.13
0.003	0.31
0.003	0.406667
0.003	0.113333
0.003	0.0966667
0.003	0.32
0.003	0.25
0.003	0.506667
0.003	0.186667
0.003	0.193333
0.003	0.163333
0.003	0.236667
0.003	0.11
0.003	0.136667
0.003	0.7
0.003	0.47
0.003	0.223333
0.003	0.256667
0.003	0.376667
0.003	0.183333
0.003	0.4
0.003	0.08
0.003	0.336667
0.003	0.2
0.003	0.246667
0.003	0.446667
0.003	0.476667
0.003	0.216667
0.003	0.166667
0.003	0.29
0.003	0.346667
0.003	0.213333
0.003	0.3
0.003	0.23
0.003	0.163333
0.003	0.39
0.003	0.05
0.003	0.353333
0.003	0.296667
0.003	0.163333
0.003	0.143333
0.003	0.203333
0.003	0.196667
0.003	0.386667
0.003	0.22
0.003	0.113333
0.003	0.143333
0.003	0.343333
0.003	0.136667
0.003	0.0166667
0.003	0.386667
0.003	0.25
0.003	0.356667
0.003	0.0733333
0.003	0.36
0.003	0.45
0.003	0.263333
0.003	0.0766667
0.003	0.16
0.003	0.623333
0.003	0.246667
0.003	0.26
0.003	0.05
0.003	0.123333
0.003	0.336667
0.003	0.353333
0.003	0.373333
0.004	0.276667
0.004	0.233333
0.004	0.31
0.004	0.303333
0.004	0.313333
0.004	0.226667
0.004	0.133333
0.004	0.28
0.004	0.11
0.004	0.296667
0.004	0.133333
0.004	0.15
0.004	0.146667
0.004	0.12
0.004	0.433333
0.004	0.25
0.004	0.186667
0.004	0.22
0.004	0.1
0.004	0.0566667
0.004	0.386667
0.004	0.31
0.004	0.04
0.004	0.503333
0.004	0.156667
0.004	0.33
0.004	0.593333
0.004	0.153333
0.004	0.23
0.004	0.0466667
0.004	0.156667
0.004	0.28
0.004	0.29
0.004	0.17
0.004	0.15
0.004	0.186667
0.004	0.163333
0.004	0.286667
0.004	0.0833333
0.004	0.193333
0.004	0.323333
0.004	0.293333
0.004	0.423333
0.004	0.383333
0.004	0.0866667
0.004	0.276667
0.004	0.253333
0.004	0.176667
0.004	0.13
0.004	0.443333
0.004	0.256667
0.004	0.05
0.004	0.176667
0.004	0.163333
0.004	0.07
0.004	0.276667
0.004	0.386667
0.004	0.106667
0.004	0.483333
0.004	0.303333
0.004	0.34
0.004	0.196667
0.004	0.513333
0.004	0.166667
0.004	0.35
0.004	0.213333
0.004	0.25
0.004	0.52
0.004	0.153333
0.004	0.366667
0.004	0.13
0.004	0.326667
0.004	0.506667
0.004	0.36
0.004	0.06
0.005	0.533333
0.005	0.203333
0.005	0.216667
0.005	0.253333
0.005	0.286667
0.005	0.28
0.005	0.103333
0.005	0.236667
0.005	0.14
0.005	0.0366667
0.005	0.366667
0.005	0.426667
0.005	0.436667
0.005	0.22
0.005	0.353333
0.005	0.136667
0.005	0.28
0.005	0.326667
0.005	0.193333
0.005	0.146667
0.005	0.28
0.005	0.0433333
0.005	0.116667
0.005	0.146667
0.005	0.163333
0.005	0.09
0.005	0.273333
0.005	0.44
0.005	0.0633333
0.005	0.39
0.005	0.273333
0.005	0.3
0.005	0.123333
0.005	0.14
0.005	0.306667
0.005	0.12
0.005	0.213333
0.005	0.0933333
0.005	0.306667
0.005	0.25
0.005	0.223333
0.005	0.303333
0.005	0.126667
0.005	0.216667
0.005	0.236667
0.005	0.186667
0.005	0.18
0.005	0.0866667
0.005	0.37
0.005	0.316667
0.005	0.0833333
0.005	0.0933333
0.005	0.366667
0.005	0.13
0.005	0.106667
0.005	0.23
0.005	0.186667
0.005	0.193333
0.005	0.423333
0.005	0.37
0.005	0.0533333
0.005	0.52
0.005	0.133333
0.005	0.07
0.005	0.24
0.005	0.156667
0.005	0.0866667
0.005	0.24
0.005	0.146667
0.005	0.186667
0.005	0.07
0.005	0.143333
0.005	0.21
0.005	0.11
0.005	0.256667
0.006	0.173333
0.006	0.216667
0.006	0.126667
0.006	0.256667
0.006	0.163333
0.006	0.0566667
0.006	0.326667
0.006	0.18
0.006	0.126667
0.006	0.12
0.006	0.0933333
0.006	0.296667
0.006	0.21
0.006	0.196667
0.006	0.253333
0.006	0.243333
0.006	0.126667
0.006	0.0833333
0.006	0.296667
0.006	0.183333
0.006	0.09
0.006	0.176667
0.006	0.14
0.006	0.176667
0.006	0.24
0.006	0.0333333
0.006	0.15
0.006	0.23
0.006	0.166667
0.006	0.11
0.006	0.143333
0.006	0.21
0.006	0.0966667
0.006	0.23
0.006	0.11
0.006	0.32
0.006	0.22
0.006	0.163333
0.006	0.57
0.006	0.143333
0.006	0.33
0.006	0.0666667
0.006	0.243333
