0.425311	0.622996	0.682011	0.616186	0.691085	0.809634	0.764233	0.669814	0.822679	0.814129	0.821524	0.847645	0.866001	0.887922	0.884571	0.853471	0.871242	0.859823	0.914464	0.921982	0.910952	0.892547	0.902863	0.911104	0.910745	0.942007
0.442166	0.604624	0.652074	0.767926	0.711566	0.797545	0.766643	0.862936	0.82534	0.85305	0.821344	0.83537	0.84801	0.876296	0.874847	0.889215	0.882158	0.880398	0.904974	0.926583	0.89623	0.895625	0.92531	0.908671	0.888574	0.933667
0.630427	0.717488	0.708317	0.668942	0.664943	0.787183	0.845379	0.672998	0.87508	0.804146	0.853413	0.870492	0.856571	0.902475	0.861353	0.887874	0.853753	0.924182	0.898062	0.904257	0.899818	0.904255	0.909375	0.897143	0.928819	0.929796
0.666837	0.755435	0.717677	0.834507	0.81973	0.622666	0.822172	0.849734	0.803898	0.868294	0.886652	0.870201	0.766855	0.878882	0.857475	0.890189	0.924643	0.864617	0.903863	0.905708	0.856726	0.925544	0.930011	0.924228	0.917324	0.922548
0.623638	0.736491	0.808211	0.72249	0.814581	0.767119	0.84222	0.86276	0.84307	0.89198	0.874652	0.900295	0.876442	0.899854	0.908731	0.912699	0.81522	0.934398	0.886255	0.916179	0.897479	0.93261	0.922798	0.911697	0.926703	0.923807
0.806376	0.768812	0.820525	0.721288	0.752844	0.883118	0.810477	0.864854	0.881032	0.834312	0.883394	0.856474	0.907359	0.898283	0.880642	0.910067	0.898828	0.906946	0.913207	0.938595	0.923364	0.928789	0.923611	0.936838	0.948076	0.937272
0.732905	0.816907	0.771165	0.882774	0.862028	0.885062	0.794024	0.892283	0.891145	0.817549	0.913347	0.882138	0.888244	0.900134	0.912912	0.931239	0.929754	0.910136	0.936861	0.917297	0.935171	0.94402	0.940282	0.920515	0.93603	0.94637
0.790859	0.876794	0.847043	0.78657	0.808987	0.875613	0.730779	0.879286	0.889587	0.906834	0.913584	0.913845	0.885402	0.919505	0.902083	0.936654	0.926352	0.918954	0.924087	0.929111	0.937348	0.931027	0.947106	0.92417	0.938104	0.926452
0.824061	0.806728	0.80105	0.883894	0.81065	0.869806	0.909844	0.891824	0.884471	0.911942	0.875087	0.912964	0.916291	0.935539	0.906149	0.910182	0.93324	0.944061	0.927198	0.93583	0.928424	0.9492	0.941463	0.932275	0.944697	0.951328
0.866873	0.85864	0.753484	0.907415	0.879871	0.920605	0.909054	0.897131	0.90157	0.864572	0.912192	0.92218	0.8249	0.901737	0.943189	0.93425	0.918793	0.928828	0.940916	0.932614	0.929056	0.939633	0.909821	0.948436	0.92951	0.950154
0.84967	0.859316	0.893176	0.825168	0.926485	0.906781	0.895798	0.930554	0.925521	0.90831	0.825663	0.864903	0.933657	0.928442	0.889804	0.929168	0.933604	0.945333	0.920989	0.927334	0.941444	0.937919	0.93118	0.947439	0.939437	0.956153
0.846995	0.869604	0.915708	0.836623	0.915395	0.884274	0.920134	0.891876	0.929471	0.931746	0.937043	0.915883	0.92174	0.926337	0.932181	0.956307	0.935408	0.913	0.942841	0.914154	0.94359	0.936329	0.944439	0.941934	0.942713	0.946067
0.902285	0.90329	0.848751	0.924266	0.901673	0.928844	0.903606	0.937004	0.917059	0.900774	0.926401	0.941778	0.922557	0.908852	0.943298	0.937397	0.94433	0.946129	0.947976	0.936631	0.9363	0.955516	0.934725	0.945555	0.952672	0.929617
0.862789	0.877007	0.918926	0.929256	0.883372	0.917946	0.928941	0.932447	0.931135	0.854621	0.903485	0.924471	0.920789	0.890354	0.945	0.943911	0.931062	0.934694	0.938955	0.948971	0.953576	0.951902	0.956315	0.947069	0.950092	0.923506
0.903205	0.929192	0.803763	0.912183	0.938678	0.92777	0.937462	0.912736	0.9389	0.90095	0.923507	0.947964	0.90109	0.930854	0.939603	0.913864	0.934245	0.948063	0.934449	0.904872	0.931676	0.954689	0.907481	0.913624	0.960036	0.945436
0.923511	0.9338	0.938893	0.916421	0.938963	0.92625	0.931977	0.935697	0.948296	0.941943	0.887438	0.930196	0.961418	0.936791	0.943264	0.948223	0.944693	0.936845	0.953204	0.940921	0.960193	0.955751	0.95014	0.947251	0.955213	0.959904
0.882334	0.870261	0.906955	0.91035	0.888402	0.898975	0.919623	0.921586	0.928239	0.938606	0.942328	0.933597	0.931224	0.948359	0.915237	0.952329	0.942146	0.942158	0.944432	0.950304	0.953256	0.962804	0.957474	0.953099	0.943321	0.952369
0.893606	0.907814	0.93398	0.93283	0.922574	0.896854	0.866687	0.888454	0.933643	0.940354	0.951076	0.938356	0.951913	0.933491	0.954666	0.939535	0.957435	0.953107	0.953849	0.961209	0.956496	0.959076	0.945571	0.958546	0.958595	0.965717
0.950676	0.877274	0.927651	0.919467	0.913824	0.952322	0.930812	0.951803	0.951687	0.952528	0.944101	0.923221	0.928151	0.907774	0.95408	0.95529	0.961175	0.956299	0.952773	0.954089	0.945473	0.967624	0.94688	0.950724	0.960033	0.96441
0.937601	0.943111	0.900861	0.855822	0.914323	0.930323	0.955381	0.935808	0.949969	0.943674	0.946785	0.957293	0.940022	0.939861	0.94725	0.957554	0.952609	0.943128	0.953307	0.953465	0.964866	0.943507	0.963024	0.952431	0.961336	0.96365
0.935579	0.960741	0.927774	0.936914	0.924275	0.928351	0.955056	0.955504	0.939158	0.948769	0.923737	0.913893	0.927356	0.948693	0.966171	0.962542	0.953624	0.937322	0.956612	0.951798	0.961717	0.949054	0.954209	0.958874	0.958379	0.963314
0.945051	0.955793	0.873248	0.923295	0.958733	0.944694	0.935806	0.967879	0.964819	0.946967	0.940715	0.958519	0.95357	0.95693	0.865521	0.951813	0.959886	0.957566	0.955842	0.951217	0.936994	0.959195	0.961477	0.957598	0.966017	0.955111
0.945785	0.971993	0.902088	0.953335	0.913175	0.961431	0.942182	0.946938	0.940008	0.943276	0.953725	0.958561	0.946263	0.954091	0.941972	0.942227	0.935919	0.957156	0.952583	0.960284	0.957519	0.956123	0.960966	0.96553	0.963801	0.964636
0.952521	0.803532	0.933286	0.947968	0.955328	0.90345	0.960194	0.953296	0.924834	0.947679	0.952312	0.95655	0.959148	0.965751	0.955902	0.948223	0.947279	0.969112	0.960163	0.957584	0.966374	0.965179	0.960179	0.95805	0.972873	0.95904
0.938983	0.917697	0.960233	0.954567	0.94218	0.920728	0.903761	0.934485	0.958662	0.963391	0.956551	0.969953	0.950384	0.952642	0.947855	0.960321	0.955808	0.961876	0.962007	0.965786	0.94564	0.954258	0.964452	0.967306	0.956207	0.964718
0.956139	0.951657	0.8954	0.953539	0.957826	0.962242	0.958343	0.957812	0.968489	0.909743	0.944458	0.967862	0.954995	0.974977	0.960566	0.955431	0.963101	0.969211	0.920591	0.965392	0.964018	0.974897	0.963754	0.970012	0.961655	0.960666
